date,année,île,site,île x site,identificateur,n° quadrat,genre,recouvrement %,observation 1,observation 2,observation 3,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,18,Montipora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,19,Montipora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,20,Montipora,2.47,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,1,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,2,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,3,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,4,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,5,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,6,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,7,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,8,Napopora,1.23,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,9,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,10,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,11,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,12,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,13,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,14,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,15,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,16,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,17,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,18,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,19,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,20,Napopora,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,1,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,2,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,3,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,4,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,5,Pavona,4.94,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,6,Pavona,2.47,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,7,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,8,Pavona,1.23,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,9,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,10,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,11,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,12,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,13,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,14,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,15,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,16,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,17,Pavona,3.70,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,18,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,19,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,20,Pavona,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,1,Pocillopora,2.47,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,2,Pocillopora,6.17,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,3,Pocillopora,6.17,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,4,Pocillopora,9.88,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,5,Pocillopora,20.99,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,6,Pocillopora,7.41,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,7,Pocillopora,7.41,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,8,Pocillopora,4.94,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,9,Pocillopora,4.94,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,10,Pocillopora,13.58,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,11,Pocillopora,8.64,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,12,Pocillopora,12.35,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,13,Pocillopora,8.64,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,14,Pocillopora,3.70,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,15,Pocillopora,9.88,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,16,Pocillopora,7.41,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,17,Pocillopora,11.11,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,18,Pocillopora,8.64,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,19,Pocillopora,7.41,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,20,Pocillopora,16.05,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,1,Porites,1.23,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,2,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,3,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,4,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,5,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,6,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,7,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,8,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,9,Porites,2.47,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,10,Porites,3.70,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,11,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,12,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,13,Porites,1.23,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,14,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,15,Porites,1.23,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,16,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,17,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,18,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,19,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,20,Porites,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,1,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,2,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,3,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,4,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,5,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,6,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,7,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,8,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,9,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,10,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,11,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,12,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,13,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,14,Sandalolitha,1.23,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,15,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,16,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,17,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,18,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,19,Sandalolitha,0.00,,,,,,
1994-05-09,1994,tahiti,faaa,Tahiti Faaa,Yannick Chancerelle,20,Sandalolitha,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,1,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,2,Acropora,3.70,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,3,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,4,Acropora,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,5,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,6,Acropora,2.47,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,7,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,8,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,9,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,10,Acropora,2.47,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,11,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,12,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,13,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,14,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,15,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,16,Acropora,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,17,Acropora,4.94,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,18,Acropora,2.47,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,19,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,20,Acropora,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,1,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,2,Astrea curta,2.47,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,3,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,4,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,5,Astrea curta,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,6,Astrea curta,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,7,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,8,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,9,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,10,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,11,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,12,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,13,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,14,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,15,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,16,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,17,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,18,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,19,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,20,Astrea curta,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,1,Astreopora,4.94,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,2,Astreopora,4.94,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,3,Astreopora,9.88,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,4,Astreopora,8.64,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,5,Astreopora,4.94,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,6,Astreopora,8.64,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,7,Astreopora,2.47,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,8,Astreopora,87.65,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,9,Astreopora,41.98,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,10,Astreopora,22.22,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,11,Astreopora,79.01,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,12,Astreopora,93.83,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,13,Astreopora,80.25,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,14,Astreopora,14.81,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,15,Astreopora,8.64,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,16,Astreopora,17.28,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,17,Astreopora,9.88,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,18,Astreopora,67.90,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,19,Astreopora,88.89,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,20,Astreopora,80.25,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,1,Autres,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,2,Autres,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,3,Autres,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,4,Autres,2.47,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,5,Autres,2.47,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,6,Autres,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,7,Autres,4.94,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,8,Autres,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,9,Autres,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,10,Autres,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,11,Autres,3.70,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,12,Autres,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,13,Autres,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,14,Autres,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,15,Autres,2.47,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,16,Autres,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,17,Autres,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,18,Autres,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,19,Autres,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,20,Autres,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,1,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,2,Dipsastraea,4.94,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,3,Dipsastraea,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,4,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,5,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,6,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,7,Dipsastraea,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,8,Dipsastraea,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,9,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,10,Dipsastraea,3.70,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,11,Dipsastraea,2.47,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,12,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,13,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,14,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,15,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,16,Dipsastraea,2.47,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,17,Dipsastraea,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,18,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,19,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,20,Dipsastraea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,1,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,2,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,3,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,4,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,5,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,6,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,7,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,8,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,9,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,10,Fungia,1.23,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,11,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,12,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,13,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,14,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,15,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,16,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,17,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,18,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,19,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,20,Fungia,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,1,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,2,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,3,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,4,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,5,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,6,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,7,Leptastrea,3.70,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,8,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,9,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,10,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,11,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,12,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,13,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,14,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,15,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,16,Leptastrea,0.00,,,,,,
1994-05-23,1994,tetiaroa,tetiaroa,Tetiaroa,Blandine Melis,17,Leptastrea,0.00,,,,,,
